1,0,START,,20:20:00,,#ŽÀŒ±ŠJŽn
445,1,R3_CHECK1,REMOVE_STOP,20:57:30,,#
446,1,R3_CHECK1,ADD_STOP,20:58:30,,#
447,1,R3_CHECK1,REMOVE_STOP,21:01:30,,#
448,1,R3_CHECK1,ADD_STOP,21:02:30,,#
449,1,R3_CHECK1,REMOVE_STOP,21:05:30,,#
450,1,R3_CHECK1,ADD_STOP,21:06:30,,#
451,1,R3_CHECK1,REMOVE_STOP,21:09:30,,#
452,1,R3_CHECK1,ADD_STOP,21:10:30,,#
453,1,R3_CHECK1,REMOVE_STOP,21:13:30,,#
454,1,R3_CHECK1,ADD_STOP,21:14:30,,#
455,1,R3_CHECK1,REMOVE_STOP,21:17:30,,#
456,1,R3_CHECK1,ADD_STOP,21:18:30,,#
457,1,R3_CHECK1,REMOVE_STOP,21:21:30,,#
458,1,R3_CHECK1,ADD_STOP,21:22:30,,#
459,1,R3_CHECK1,REMOVE_STOP,21:25:30,,#
460,1,R3_CHECK1,ADD_STOP,21:26:30,,#
461,1,R3_CHECK1,REMOVE_STOP,21:29:30,,#
462,1,R3_CHECK1,ADD_STOP,21:30:30,,#
463,1,R3_CHECK1,REMOVE_STOP,21:33:30,,#
464,1,R3_CHECK1,ADD_STOP,21:34:30,,#
465,1,R3_CHECK1,REMOVE_STOP,21:37:30,,#
466,1,R3_CHECK1,ADD_STOP,21:38:30,,#
467,1,R3_CHECK1,REMOVE_STOP,21:41:30,,#
468,1,R3_CHECK1,ADD_STOP,21:42:30,,#
469,1,R3_CHECK1,REMOVE_STOP,21:45:30,,#
470,1,R3_CHECK1,REMOVE_STOP,21:46:30,,#
471,1,R3_CHECK1,ADD_STOP,21:49:30,,#
472,1,R3_CHECK1,REMOVE_STOP,21:50:30,,#
473,1,R3_CHECK1,ADD_STOP,21:53:30,,#
474,1,R3_CHECK1,REMOVE_STOP,21:54:30,,#
475,1,R3_CHECK1,ADD_STOP,21:57:30,,#
476,1,R3_CHECK1,REMOVE_STOP,21:58:30,,#
477,1,R3_CHECK1,ADD_STOP,22:01:30,,#
478,1,R3_CHECK1,REMOVE_STOP,22:02:30,,#
479,1,R3_CHECK1,ADD_STOP,22:05:30,,#
480,1,R3_CHECK1,REMOVE_STOP,22:06:30,,#
481,1,R3_CHECK1,ADD_STOP,22:09:30,,#
482,1,R3_CHECK1,REMOVE_STOP,22:10:30,,#
483,1,R3_CHECK1,REMOVE_STOP,22:13:30,,#
484,1,R3_CHECK1,ADD_STOP,22:14:30,,#
485,1,R3_CHECK1,REMOVE_STOP,22:17:30,,#
486,1,R3_CHECK1,ADD_STOP,22:18:30,,#
487,1,R3_CHECK1,REMOVE_STOP,22:21:30,,#
