kanazawa-0000000011100000000111,5016, 622.4035874439462
kanazawa-0000000011100000001011,5016, 620.952466367713
kanazawa-0000000011100000001101,5016, 636.3641255605381
kanazawa-0000000011100000001110,5016, 634.3748878923767
kanazawa-0000000011100000010011,3936, 585.3973094170403
kanazawa-0000000011100000010101,3936, 600.8089686098655
kanazawa-0000000011100000010110,3936, 598.819730941704
kanazawa-0000000011100000011001,3936, 599.3578475336323
kanazawa-0000000011100000011010,3936, 597.3686098654708
kanazawa-0000000011100000011100,3936, 612.780269058296
kanazawa-0000000011100000100011,5016, 620.8
kanazawa-0000000011100000100101,5016, 636.2116591928251
kanazawa-0000000011100000100110,5016, 634.2224215246637
kanazawa-0000000011100000101001,5016, 634.7605381165919
kanazawa-0000000011100000101010,5016, 632.7713004484305
kanazawa-0000000011100000101100,5016, 648.1829596412556
kanazawa-0000000011100000110001,3936, 599.2035874439462
kanazawa-0000000011100000110010,3936, 597.2143497757847
kanazawa-0000000011100000110100,3936, 612.6260089686099
kanazawa-0000000011100000111000,3936, 611.1748878923767
kanazawa-0000000011100001000011,4969, 622.7354260089686
kanazawa-0000000011100001000101,4969, 638.1470852017937
kanazawa-0000000011100001000110,4969, 636.1578475336323
kanazawa-0000000011100001001001,4969, 636.6959641255605
kanazawa-0000000011100001001010,4969, 634.7067264573991
kanazawa-0000000011100001001100,4969, 650.1183856502242
kanazawa-0000000011100001010001,3936, 601.1408071748879
kanazawa-0000000011100001010010,3936, 599.1515695067264
kanazawa-0000000011100001010100,3936, 614.5632286995516
kanazawa-0000000011100001011000,3936, 613.1121076233184
kanazawa-0000000011100001100001,4969, 636.5417040358744
kanazawa-0000000011100001100010,4969, 634.552466367713
kanazawa-0000000011100001100100,4969, 649.9641255605382
kanazawa-0000000011100001101000,4969, 648.5130044843049
kanazawa-0000000011100001110000,3936, 612.9560538116592
kanazawa-0000000011100010000011,4327, 600.9094170403588
kanazawa-0000000011100010000101,4327, 616.3210762331838
kanazawa-0000000011100010000110,4327, 614.3318385650224
kanazawa-0000000011100010001001,4327, 614.8699551569507
kanazawa-0000000011100010001010,4327, 612.8807174887893
kanazawa-0000000011100010001100,4327, 628.2923766816143
kanazawa-0000000011100010010001,3936, 579.2914798206278
kanazawa-0000000011100010010010,3936, 577.3022421524664
kanazawa-0000000011100010010100,3936, 592.7139013452914
kanazawa-0000000011100010011000,3936, 591.2627802690583
kanazawa-0000000011100010100001,4327, 614.7156950672646
kanazawa-0000000011100010100010,4327, 612.7264573991031
kanazawa-0000000011100010100100,4327, 628.1381165919282
kanazawa-0000000011100010101000,4327, 626.6869955156951
kanazawa-0000000011100010110000,3936, 591.1067264573991
kanazawa-0000000011100011000001,4279, 616.6816143497758
kanazawa-0000000011100011000010,4279, 614.6923766816144
kanazawa-0000000011100011000100,4279, 630.1040358744394
kanazawa-0000000011100011001000,4279, 628.6529147982063
kanazawa-0000000011100011010000,3936, 593.0726457399103
kanazawa-0000000011100011100000,4279, 628.4968609865471
kanazawa-0000000011100100000011,5016, 622.5058295964126
kanazawa-0000000011100100000101,5016, 637.9174887892377
kanazawa-0000000011100100000110,5016, 635.9282511210762
kanazawa-0000000011100100001001,5016, 636.4627802690583
kanazawa-0000000011100100001010,5016, 634.4735426008968
kanazawa-0000000011100100001100,5016, 649.885201793722
kanazawa-0000000011100100010001,3936, 600.9112107623318
kanazawa-0000000011100100010010,3936, 598.9219730941704
kanazawa-0000000011100100010100,3936, 614.3336322869956
kanazawa-0000000011100100011000,3936, 612.8789237668161
kanazawa-0000000011100100100001,5016, 636.3121076233184
kanazawa-0000000011100100100010,5016, 634.322869955157
kanazawa-0000000011100100100100,5016, 649.734529147982
kanazawa-0000000011100100101000,5016, 648.2798206278027
kanazawa-0000000011100100110000,3936, 612.7264573991031
kanazawa-0000000011100101000001,4969, 638.2493273542601
kanazawa-0000000011100101000010,4969, 636.2600896860987
kanazawa-0000000011100101000100,4969, 651.6717488789237
kanazawa-0000000011100101001000,4969, 650.2170403587444
kanazawa-0000000011100101010000,3936, 614.665470852018
kanazawa-0000000011100101100000,4969, 650.0645739910314
kanazawa-0000000011100110000001,4327, 616.4914798206278
kanazawa-0000000011100110000010,4327, 614.5022421524664
kanazawa-0000000011100110000100,4327, 629.9139013452915
kanazawa-0000000011100110001000,4327, 628.4591928251122
kanazawa-0000000011100110010000,3936, 592.8843049327354
kanazawa-0000000011100110100000,4327, 628.3085201793722
kanazawa-0000000011100111000000,4279, 630.2744394618834
kanazawa-0000000011101000000011,5016, 599.5065494347748
kanazawa-0000000011101000000101,5016, 614.9237394581015
kanazawa-0000000011101000000110,5016, 612.9337879059752
kanazawa-0000000011101000001001,5016, 613.4720976134936
kanazawa-0000000011101000001010,5016, 611.4821460613673
kanazawa-0000000011101000001100,5016, 626.899336084694
kanazawa-0000000011101000010001,3936, 577.9041808720617
kanazawa-0000000011101000010010,3936, 575.9142293199354
kanazawa-0000000011101000010100,3936, 591.3314193432622
kanazawa-0000000011101000011000,3936, 589.8797774986542
kanazawa-0000000011101000100001,5016, 613.3070159698547
kanazawa-0000000011101000100010,5016, 611.3170644177284
kanazawa-0000000011101000100100,5016, 626.7342544410551
kanazawa-0000000011101000101000,5016, 625.2826125964472
kanazawa-0000000011101000110000,3936, 589.7129014893235
kanazawa-0000000011101001000001,4969, 615.2556971110712
kanazawa-0000000011101001000010,4969, 613.2657455589449
kanazawa-0000000011101001000100,4969, 628.6829355822716
kanazawa-0000000011101001001000,4969, 627.2312937376637
kanazawa-0000000011101001010000,3936, 591.6633769962318
kanazawa-0000000011101001100000,4969, 627.0644177283331
kanazawa-0000000011101010000001,4327, 592.9840301453436
kanazawa-0000000011101010000010,4327, 590.9940785932173
kanazawa-0000000011101010000100,4327, 606.411268616544
kanazawa-0000000011101010001000,4327, 604.9596267719361
kanazawa-0000000011101010010000,3936, 569.3683832765117
kanazawa-0000000011101010100000,4327, 604.7963394939889
kanazawa-0000000011101011000000,4279, 606.7719361205814
kanazawa-0000000011101100000001,5016, 615.0026915485375
kanazawa-0000000011101100000010,5016, 613.0127399964113
kanazawa-0000000011101100000100,5016, 628.429930019738
kanazawa-0000000011101100001000,5016, 626.9746994437467
kanazawa-0000000011101100010000,3936, 591.4103714336982
kanazawa-0000000011101100100000,5016, 626.8132065314911
kanazawa-0000000011101101000000,4969, 628.7618876727076
kanazawa-0000000011101110000000,4327, 606.4866319755967
kanazawa-0000000011110000000011,5016, 602.7233584499462
kanazawa-0000000011110000000101,5016, 618.1377825618945
kanazawa-0000000011110000000110,5016, 616.1463939720129
kanazawa-0000000011110000001001,5016, 616.686401148188
kanazawa-0000000011110000001010,5016, 614.6950125583064
kanazawa-0000000011110000001100,5016, 630.1094366702548
kanazawa-0000000011110000010001,3903, 581.1248654467169
kanazawa-0000000011110000010010,3903, 579.1334768568353
kanazawa-0000000011110000010100,3903, 594.5479009687837
kanazawa-0000000011110000011000,3903, 593.0965195550772
kanazawa-0000000011110000100001,5016, 616.5339074273412
kanazawa-0000000011110000100010,5016, 614.5425188374596
kanazawa-0000000011110000100100,5016, 629.956942949408
kanazawa-0000000011110000101000,5016, 628.5055615357014
kanazawa-0000000011110000110000,3903, 592.9422317904557
kanazawa-0000000011110001000001,4969, 618.4696806602082
kanazawa-0000000011110001000010,4969, 616.4782920703265
kanazawa-0000000011110001000100,4969, 631.8927161822749
kanazawa-0000000011110001001000,4969, 630.4413347685684
kanazawa-0000000011110001010000,3856, 594.8797990670972
kanazawa-0000000011110001100000,4969, 630.2870470039469
kanazawa-0000000011110010000001,4327, 596.6397560100467
kanazawa-0000000011110010000010,4327, 594.6483674201651
kanazawa-0000000011110010000100,4327, 610.0627915321134
kanazawa-0000000011110010001000,4327, 608.6114101184069
kanazawa-0000000011110010010000,3217, 573.0265518478651
kanazawa-0000000011110010100000,4327, 608.4571223537854
kanazawa-0000000011110011000000,4279, 610.4233943308217
kanazawa-0000000011110100000001,5016, 618.2400430570506
kanazawa-0000000011110100000010,5016, 616.248654467169
kanazawa-0000000011110100000100,5016, 631.6630785791174
kanazawa-0000000011110100001000,5016, 630.2081090778615
kanazawa-0000000011110100010000,3903, 594.6501614639398
kanazawa-0000000011110100100000,5016, 630.0574094007894
kanazawa-0000000011110101000000,4969, 631.9949766774309
kanazawa-0000000011110110000000,4327, 610.2332256907068
kanazawa-0000000011111000000001,5016, 595.235104091888
kanazawa-0000000011111000000010,5016, 593.2430007178751
kanazawa-0000000011111000000100,5016, 608.6629576453697
kanazawa-0000000011111000001000,5016, 607.2110552763819
kanazawa-0000000011111000010000,3903, 571.6367552045944
kanazawa-0000000011111000100000,5016, 607.045944005743
