53395547113   0.347
53395547114   0.507
53395547123   0.417
53395547124   0.327
53395547213   0.327
53395547214   1.047
53395547223   1.577
53395547224   1.677
53395548113   1.517
53395548114   1.227
53395546221   0.897
53395546222   0.777
53395547111   0.807
53395547112   0.847
53395547121   0.937
53395547122   0.347
53395547211   0.127
53395547212   0.787
53395547221   1.277
53395547222   1.437
53395548111   1.337
53395548112   1.117
53395548121   0.927
53395548122   0.957
53395536434   0.777
53395536443   0.297
53395536444   0.347
53395537333   0.177
53395537434   0.017
53395537443   0.757
53395537444   0.547
53395538333   0.487
53395538334   0.647
53395538343   0.767
53395538344   0.907
53395538433   1.097
53395538434   1.207
53395539333   2.017
53395537442   0.037
53395538331   0.797
53395538332   0.957
53395538341   0.747
53395538342   0.787
53395538431   0.887
53395538432   1.017
53395538441   1.427
53395538442   1.857
53395539331   1.637
53395537424   0.167
53395538313   0.947
53395538314   1.357
53395538323   0.577
53395538324   0.647
53395538413   0.607
53395538414   0.807
53395538423   1.537
53395538424   1.887
53395539313   1.117
53395538311   0.697
53395538312   0.977
53395538321   0.617
53395538322   0.407
53395538411   0.407
53395538412   0.667
53395538421   1.717
53395538422   2.287
53395539311   2.037
53395539312   0.937
53395538134   0.467
53395538143   0.457
53395538144   0.297
53395538233   0.207
53395538234   0.527
53395538243   1.297
53395538244   2.257
53395539133   2.687
53395539134   2.127
53395539143   2.457
53395538132   0.177
53395538141   0.287
53395538142   0.277
53395538231   0.227
53395538232   0.507
53395538241   1.177
53395538242   1.657
53395539131   2.347
53395539132   2.817
53395539141   2.527
53395538114   0.157
53395538123   0.277
53395538124   0.277
53395538213   0.527
53395538214   0.957
53395538223   1.557
53395538224   1.997
53395539113   1.907
53395539114   2.817
53395539123   2.747
53395539124   3.776
53395538121   0.207
53395538122   0.547
53395538211   0.787
53395538212   1.507
53395538221   1.687
53395538222   2.147
53395539111   2.167
53395539112   2.587
53395539121   1.787
53395539122   4.146
53395528343   0.367
53395528344   0.657
53395528433   0.857
53395528434   1.237
53395528443   1.427
53395528444   1.747
53395529333   1.957
53395529334   2.487
53395529343   1.917
53395529344   4.816
53395529433   4.256
53395528341   0.247
53395528342   0.567
53395528431   0.547
53395528432   0.607
53395528441   0.957
53395528442   1.427
53395529331   1.437
53395529332   2.387
53395529341   3.776
53395529342   4.796
53395529431   3.956
53395528324   0.097
53395528413   0.577
53395528414   0.657
53395528423   0.867
53395528424   1.467
53395529313   1.527
53395529314   1.067
53395529323   3.946
53395529324   4.816
53395529413   4.106
53395529414   4.326
53395528411   0.527
53395528412   0.747
53395528421   1.107
53395528422   1.337
53395529311   1.027
53395529312   2.476
53395529321   3.916
53395529322   4.716
53395529411   4.756
53395529412   5.116
53395528144   0.417
53395528233   1.177
53395528234   1.327
53395528243   1.547
53395528244   1.587
53395529133   0.807
53395529134   2.006
53395529143   4.296
53395529144   4.286
53395529233   4.466
53395529234   5.116
53395529243   5.226
53395528142   0.817
53395528231   1.287
53395528232   1.137
53395528241   1.567
53395528242   1.537
53395529131   0.267
53395529132   1.776
53395529141   4.266
53395529142   4.006
53395529231   3.856
53395529232   4.486
53395529241   4.526
53395529242   4.616
53395620131   4.386
53395528124   0.677
53395528213   1.387
53395528214   1.257
53395528223   1.277
53395528224   1.567
53395529113   0.747
53395529114   2.736
53395529123   3.786
53395529124   3.886
53395529213   3.666
53395529214   4.366
53395529223   4.326
53395529224   4.446
53395620113   4.106
53395620114   4.106
53395528122   0.457
53395528211   1.427
53395528212   1.627
53395528221   1.487
53395528222   1.737
53395529111   1.127
53395529112   0.066
53395529121   3.266
53395529122   3.226
53395529211   3.256
53395529212   4.136
53395529221   4.056
53395529222   4.416
53395620111   3.556
53395620112   3.916
53395620121   4.116
53395518433   0.687
53395518434   1.457
53395518443   1.167
53395518444   0.447
53395519333   1.257
53395519334   1.027
53395519343   1.130
53395519344   0.474
53395519433   2.176
53395519434   3.806
53395519443   4.076
53395519444   4.236
53395610333   3.356
53395610334   3.276
53395610343   3.667
53395610344   3.867
53395610433   4.217
53395518432   0.687
53395518441   0.977
53395518442   0.477
53395519331   1.267
53395519332   1.027
53395519341   0.895
53395519342   0.222
53395519431   0.057
53395519432   1.958
53395519441   3.506
53395519442   3.756
53395610331   3.416
53395610332   2.986
53395610341   3.507
53395610342   3.417
53395610431   3.477
53395610432   4.373
53395518414   0.147
53395518423   0.737
53395518424   1.067
53395519313   1.277
53395519314   1.012
53395519323   0.751
53395519324   0.372
53395519413   0.376
53395519414   0.818
53395519423   1.692
53395519424   2.344
53395610313   1.445
53395610314   1.189
53395610323   0.852
53395610324   1.632
53395610413   0.142
53395610414   3.256
53395610423   4.664
53395518422   0.557
53395519311   1.019
53395519312   1.174
53395519321   0.699
53395519322   0.480
53395519411   1.225
53395519412   1.886
53395519421   2.051
53395519422   1.903
53395610311   1.036
53395610312   1.038
53395610321   0.299
53395610322   0.624
53395610412   0.516
53395610421   4.515
53395519133   0.998
53395519134   1.106
53395519143   0.395
53395519144   0.490
53395519233   1.129
53395519234   1.687
53395519243   2.381
53395519244   2.184
53395610133   1.956
53395610134   0.888
53395610143   0.165
53395610144   0.012
53395610233   0.155
53395610234   0.566
53395610243   4.016
53395519131   1.116
53395519132   1.141
53395519141   0.383
53395519142   0.389
53395519231   0.514
53395519232   1.529
53395519241   2.121
53395519242   2.164
53395610131   1.918
53395610132   1.877
53395610141   1.343
53395610142   1.262
53395610231   0.609
53395610232   1.493
53395610241   3.887
53395519113   0.967
53395519114   0.989
53395519123   0.051
53395519214   1.189
53395519223   1.731
53395519224   1.953
53395610113   1.819
53395610114   2.111
53395610123   2.207
53395610124   1.824
53395610213   1.768
53395610214   4.289
53395610223   3.940
53395610224   2.865
53395519111   0.802
53395519112   0.824
53395519212   1.177
53395519221   1.668
53395519222   1.871
53395610111   1.848
53395610112   2.143
53395610121   2.438
53395610122   2.191
53395610211   4.255
53395610212   3.925
53395610221   3.564
53395610222   3.111
53395509333   0.350
53395509334   0.407
53395509343   0.151
53395509434   1.130
53395509443   1.472
53395509444   1.675
53395600333   1.924
53395600334   1.891
53395600343   1.528
53395600344   4.310
53395600433   4.390
53395600434   4.270
53395600443   4.028
53395600444   4.041
53395601333   4.099
53395509331   0.568
53395509332   0.508
53395509341   0.187
53395509431   0.056
53395509432   1.260
53395509441   1.762
53395509442   1.945
53395600331   1.623
53395600332   1.350
53395600341   3.913
53395600342   3.586
53395600431   4.383
53395600432   4.396
53395600441   4.234
53395600442   4.337
53395601331   3.666
53395601332   3.060
53395509313   0.363
53395509314   0.635
53395509323   0.760
53395509324   0.976
53395509413   1.010
53395509414   1.466
53395509423   1.842
53395509424   2.064
53395600313   1.726
53395600314   2.804
53395600323   2.354
53395600324   3.577
53395600413   4.534
53395600414   4.425
53395600423   4.400
53395600424   4.140
53395601313   3.844
53395601314   3.517
53395601323   3.908
53395509311   0.078
53395509312   0.472
53395509321   0.702
53395509322   0.920
53395509411   1.291
53395509412   1.380
53395509421   1.764
53395509422   2.103
53395600311   1.248
53395600312   2.906
53395600321   2.251
53395600322   3.992
53395600411   4.388
53395600412   4.427
53395600421   4.341
53395600422   4.245
53395601311   4.266
53395601312   4.063
53395601321   4.385
53395601322   4.469
53395603422   4.759
53395604311   4.831
53395604312   4.568
53395604321   4.386
53395509134   0.148
53395509143   0.318
53395509144   0.395
53395509233   1.101
53395509234   1.113
53395509243   0.753
53395509244   1.165
53395600133   1.362
53395600134   0.698
53395600143   2.481
53395600144   3.790
53395600233   4.247
53395600234   4.401
53395600243   4.477
53395600244   4.475
53395601133   4.326
53395601134   4.292
53395601143   4.539
53395601144   4.784
53395601233   4.663
53395601234   4.464
53395603233   4.860
53395603234   5.631
53395603243   6.203
53395603244   6.402
53395604133   6.356
53395604134   6.036
53395604143   6.139
53395604144   5.277
53395604233   4.721
53395604234   3.500
53395509142   0.290
53395509231   0.679
53395509232   0.679
53395509241   0.402
53395509242   0.747
53395600131   1.322
53395600132   0.949
53395600141   0.565
53395600142   1.166
53395600231   1.744
53395600232   4.030
53395600241   4.317
53395600242   4.114
53395601131   3.970
53395601132   3.773
53395601141   4.068
53395601142   4.204
53395601231   4.292
53395601232   4.931
53395601241   4.900
53395601242   4.870
53395602241   3.340
53395602242   3.397
53395603131   3.918
53395603132   4.998
53395603141   4.603
53395603142   3.842
53395603231   5.336
53395603232   6.119
53395603241   6.279
53395603242   6.266
53395604131   6.160
53395604132   5.925
53395604141   6.089
53395604142   5.913
53395604231   5.426
53395604232   5.325
53395604241   4.412
53395509214   0.353
53395509223   0.280
53395509224   1.051
53395600113   1.631
53395600114   1.732
53395600123   1.175
53395600124   0.255
53395600213   0.112
53395600214   0.315
53395600223   0.471
53395600224   0.584
53395601113   2.237
53395601114   2.489
53395601123   3.447
53395601124   3.614
53395601213   3.871
53395601214   4.421
53395601223   4.578
53395601224   4.674
