1,0,START,,18:00,,#hoge,
2,1,STOP_SIGNAL_ROAD1,STOP_TIMES,1,,,#50-70
3,1,STOP_SIGNAL_ROAD2,STOP_TIMES,0,,,#50-70
4,1,STOP_SIGNAL_ROAD3,STOP_TIMES,1,,,#50-70
5,1,STOP_SIGNAL_ROAD4,STOP_TIMES,0,,,#50-70
6,1,STOP_SIGNAL_CAR1,STOP_TIMES,0,,,#60-240
7,1,STOP_SIGNAL_CAR2,STOP_TIMES,1,,,#60-240
8,1,STOP_SIGNAL_CAR3,STOP_TIMES,2,,,#60-240
9,1,STOP_SIGNAL_CAR4,STOP_TIMES,3,,,#60-240
